"geoid","geoname","total"
"1500000US420479510005","Block Group 5, Census Tract 9510, Elk County, Pennsylvania","639"
"1500000US420479511001","Block Group 1, Census Tract 9511, Elk County, Pennsylvania","2144"
"1500000US420479511002","Block Group 2, Census Tract 9511, Elk County, Pennsylvania","1891"
"1500000US420479511003","Block Group 3, Census Tract 9511, Elk County, Pennsylvania","1518"
"1500000US420479512001","Block Group 1, Census Tract 9512, Elk County, Pennsylvania","2005"
"1500000US420479513001","Block Group 1, Census Tract 9513, Elk County, Pennsylvania","1951"
"1500000US420479513002","Block Group 2, Census Tract 9513, Elk County, Pennsylvania","1138"
"1500000US420479513003","Block Group 3, Census Tract 9513, Elk County, Pennsylvania","1131"
"1500000US420479513004","Block Group 4, Census Tract 9513, Elk County, Pennsylvania","960"
"1500000US420490001001","Block Group 1, Census Tract 1, Erie County, Pennsylvania","703"
"1500000US420490001002","Block Group 2, Census Tract 1, Erie County, Pennsylvania","1021"
"1500000US420490002001","Block Group 1, Census Tract 2, Erie County, Pennsylvania","1053"
"1500000US420490002002","Block Group 2, Census Tract 2, Erie County, Pennsylvania","1228"
"1500000US420490002003","Block Group 3, Census Tract 2, Erie County, Pennsylvania","697"
"1500000US420490002004","Block Group 4, Census Tract 2, Erie County, Pennsylvania","731"
"1500000US420490003001","Block Group 1, Census Tract 3, Erie County, Pennsylvania","1539"
"1500000US420490003002","Block Group 2, Census Tract 3, Erie County, Pennsylvania","1339"
"1500000US420490003003","Block Group 3, Census Tract 3, Erie County, Pennsylvania","806"
"1500000US420490004001","Block Group 1, Census Tract 4, Erie County, Pennsylvania","1581"
"1500000US420490004002","Block Group 2, Census Tract 4, Erie County, Pennsylvania","596"
"1500000US420490005001","Block Group 1, Census Tract 5, Erie County, Pennsylvania","976"
"1500000US420490005002","Block Group 2, Census Tract 5, Erie County, Pennsylvania","1335"
"1500000US420490005003","Block Group 3, Census Tract 5, Erie County, Pennsylvania","748"
"1500000US420490006001","Block Group 1, Census Tract 6, Erie County, Pennsylvania","1209"
"1500000US420490006002","Block Group 2, Census Tract 6, Erie County, Pennsylvania","2016"
"1500000US420490007001","Block Group 1, Census Tract 7, Erie County, Pennsylvania","1141"
"1500000US420490007002","Block Group 2, Census Tract 7, Erie County, Pennsylvania","1296"
"1500000US420490008001","Block Group 1, Census Tract 8, Erie County, Pennsylvania","654"
"1500000US420490008002","Block Group 2, Census Tract 8, Erie County, Pennsylvania","801"
"1500000US420490008003","Block Group 3, Census Tract 8, Erie County, Pennsylvania","1179"
"1500000US420490009011","Block Group 1, Census Tract 9.01, Erie County, Pennsylvania","1455"
"1500000US420490009012","Block Group 2, Census Tract 9.01, Erie County, Pennsylvania","985"
"1500000US420490009021","Block Group 1, Census Tract 9.02, Erie County, Pennsylvania","1533"
"1500000US420490009022","Block Group 2, Census Tract 9.02, Erie County, Pennsylvania","1100"
"1500000US420490010001","Block Group 1, Census Tract 10, Erie County, Pennsylvania","658"
"1500000US420490010002","Block Group 2, Census Tract 10, Erie County, Pennsylvania","696"
"1500000US420490010003","Block Group 3, Census Tract 10, Erie County, Pennsylvania","588"
"1500000US420490010004","Block Group 4, Census Tract 10, Erie County, Pennsylvania","1316"
"1500000US420490011001","Block Group 1, Census Tract 11, Erie County, Pennsylvania","1389"
"1500000US420490011002","Block Group 2, Census Tract 11, Erie County, Pennsylvania","1301"
"1500000US420490012001","Block Group 1, Census Tract 12, Erie County, Pennsylvania","1247"
"1500000US420490012002","Block Group 2, Census Tract 12, Erie County, Pennsylvania","1100"
"1500000US420490013001","Block Group 1, Census Tract 13, Erie County, Pennsylvania","671"
"1500000US420490013002","Block Group 2, Census Tract 13, Erie County, Pennsylvania","1049"
"1500000US420490014001","Block Group 1, Census Tract 14, Erie County, Pennsylvania","939"
"1500000US420490014002","Block Group 2, Census Tract 14, Erie County, Pennsylvania","565"
"1500000US420490015001","Block Group 1, Census Tract 15, Erie County, Pennsylvania","1685"
"1500000US420490015002","Block Group 2, Census Tract 15, Erie County, Pennsylvania","1074"
"1500000US420490016001","Block Group 1, Census Tract 16, Erie County, Pennsylvania","814"
"1500000US420490016002","Block Group 2, Census Tract 16, Erie County, Pennsylvania","1060"
"1500000US420490016003","Block Group 3, Census Tract 16, Erie County, Pennsylvania","1191"
"1500000US420490016004","Block Group 4, Census Tract 16, Erie County, Pennsylvania","897"
"1500000US420490017001","Block Group 1, Census Tract 17, Erie County, Pennsylvania","673"
"1500000US420490017002","Block Group 2, Census Tract 17, Erie County, Pennsylvania","981"
"1500000US420490017003","Block Group 3, Census Tract 17, Erie County, Pennsylvania","1021"
"1500000US420490018001","Block Group 1, Census Tract 18, Erie County, Pennsylvania","1106"
"1500000US420490018002","Block Group 2, Census Tract 18, Erie County, Pennsylvania","933"
"1500000US420490019001","Block Group 1, Census Tract 19, Erie County, Pennsylvania","546"
"1500000US420490019002","Block Group 2, Census Tract 19, Erie County, Pennsylvania","1055"
"1500000US420490020001","Block Group 1, Census Tract 20, Erie County, Pennsylvania","1979"
"1500000US420490020002","Block Group 2, Census Tract 20, Erie County, Pennsylvania","727"
"1500000US420490020003","Block Group 3, Census Tract 20, Erie County, Pennsylvania","587"
"1500000US420490021001","Block Group 1, Census Tract 21, Erie County, Pennsylvania","837"
"1500000US420490021002","Block Group 2, Census Tract 21, Erie County, Pennsylvania","1011"
"1500000US420490021003","Block Group 3, Census Tract 21, Erie County, Pennsylvania","1043"
"1500000US420490021004","Block Group 4, Census Tract 21, Erie County, Pennsylvania","686"
"1500000US420490022001","Block Group 1, Census Tract 22, Erie County, Pennsylvania","1432"
"1500000US420490022002","Block Group 2, Census Tract 22, Erie County, Pennsylvania","799"
"1500000US420490022003","Block Group 3, Census Tract 22, Erie County, Pennsylvania","689"
"1500000US420490022004","Block Group 4, Census Tract 22, Erie County, Pennsylvania","790"
"1500000US420490023001","Block Group 1, Census Tract 23, Erie County, Pennsylvania","1787"
"1500000US420490023002","Block Group 2, Census Tract 23, Erie County, Pennsylvania","785"
"1500000US420490024001","Block Group 1, Census Tract 24, Erie County, Pennsylvania","886"
"1500000US420490024002","Block Group 2, Census Tract 24, Erie County, Pennsylvania","966"
"1500000US420490024003","Block Group 3, Census Tract 24, Erie County, Pennsylvania","1135"
"1500000US420490025001","Block Group 1, Census Tract 25, Erie County, Pennsylvania","778"
"1500000US420490025002","Block Group 2, Census Tract 25, Erie County, Pennsylvania","1642"
"1500000US420490026001","Block Group 1, Census Tract 26, Erie County, Pennsylvania","1337"
"1500000US420490026002","Block Group 2, Census Tract 26, Erie County, Pennsylvania","1112"
"1500000US420490026003","Block Group 3, Census Tract 26, Erie County, Pennsylvania","872"
"1500000US420490026004","Block Group 4, Census Tract 26, Erie County, Pennsylvania","728"
"1500000US420490027001","Block Group 1, Census Tract 27, Erie County, Pennsylvania","1317"
"1500000US420490027002","Block Group 2, Census Tract 27, Erie County, Pennsylvania","1116"
"1500000US420490027003","Block Group 3, Census Tract 27, Erie County, Pennsylvania","1065"
"1500000US420490027004","Block Group 4, Census Tract 27, Erie County, Pennsylvania","842"
"1500000US420490027005","Block Group 5, Census Tract 27, Erie County, Pennsylvania","709"
"1500000US420490027006","Block Group 6, Census Tract 27, Erie County, Pennsylvania","1502"
"1500000US420490028001","Block Group 1, Census Tract 28, Erie County, Pennsylvania","1328"
"1500000US420490028002","Block Group 2, Census Tract 28, Erie County, Pennsylvania","720"
"1500000US420490028003","Block Group 3, Census Tract 28, Erie County, Pennsylvania","1211"
"1500000US420490028004","Block Group 4, Census Tract 28, Erie County, Pennsylvania","1871"
"1500000US420490028005","Block Group 5, Census Tract 28, Erie County, Pennsylvania","778"
"1500000US420490028006","Block Group 6, Census Tract 28, Erie County, Pennsylvania","769"
"1500000US420490029001","Block Group 1, Census Tract 29, Erie County, Pennsylvania","1348"
"1500000US420490029002","Block Group 2, Census Tract 29, Erie County, Pennsylvania","1423"
"1500000US420490030001","Block Group 1, Census Tract 30, Erie County, Pennsylvania","746"
"1500000US420490030002","Block Group 2, Census Tract 30, Erie County, Pennsylvania","750"
"1500000US420490030003","Block Group 3, Census Tract 30, Erie County, Pennsylvania","1571"
"1500000US420490030004","Block Group 4, Census Tract 30, Erie County, Pennsylvania","880"
"1500000US420490101011","Block Group 1, Census Tract 101.01, Erie County, Pennsylvania","1383"
"1500000US420490101012","Block Group 2, Census Tract 101.01, Erie County, Pennsylvania","968"
"1500000US420490101013","Block Group 3, Census Tract 101.01, Erie County, Pennsylvania","725"
"1500000US420490101031","Block Group 1, Census Tract 101.03, Erie County, Pennsylvania","1057"
"1500000US420490101032","Block Group 2, Census Tract 101.03, Erie County, Pennsylvania","855"
"1500000US420490101041","Block Group 1, Census Tract 101.04, Erie County, Pennsylvania","829"
"1500000US420490101042","Block Group 2, Census Tract 101.04, Erie County, Pennsylvania","1527"
"1500000US420490101071","Block Group 1, Census Tract 101.07, Erie County, Pennsylvania","782"
"1500000US420490101072","Block Group 2, Census Tract 101.07, Erie County, Pennsylvania","746"
"1500000US420490101081","Block Group 1, Census Tract 101.08, Erie County, Pennsylvania","2279"
"1500000US420490102011","Block Group 1, Census Tract 102.01, Erie County, Pennsylvania","1718"
"1500000US420490102012","Block Group 2, Census Tract 102.01, Erie County, Pennsylvania","2137"
"1500000US420490102013","Block Group 3, Census Tract 102.01, Erie County, Pennsylvania","1223"
"1500000US420490102014","Block Group 4, Census Tract 102.01, Erie County, Pennsylvania","856"
"1500000US420490102021","Block Group 1, Census Tract 102.02, Erie County, Pennsylvania","1022"
"1500000US420490102022","Block Group 2, Census Tract 102.02, Erie County, Pennsylvania","1443"
"1500000US420490102023","Block Group 3, Census Tract 102.02, Erie County, Pennsylvania","1000"
"1500000US420490102024","Block Group 4, Census Tract 102.02, Erie County, Pennsylvania","1840"
"1500000US420490103011","Block Group 1, Census Tract 103.01, Erie County, Pennsylvania","1788"
"1500000US420490103012","Block Group 2, Census Tract 103.01, Erie County, Pennsylvania","1458"
"1500000US420490103013","Block Group 3, Census Tract 103.01, Erie County, Pennsylvania","1667"
"1500000US420490103031","Block Group 1, Census Tract 103.03, Erie County, Pennsylvania","1364"
"1500000US420490103032","Block Group 2, Census Tract 103.03, Erie County, Pennsylvania","2612"
"1500000US420490103033","Block Group 3, Census Tract 103.03, Erie County, Pennsylvania","2331"
"1500000US420490103041","Block Group 1, Census Tract 103.04, Erie County, Pennsylvania","1553"
"1500000US420490103042","Block Group 2, Census Tract 103.04, Erie County, Pennsylvania","1499"
"1500000US420490103043","Block Group 3, Census Tract 103.04, Erie County, Pennsylvania","1016"
"1500000US420490103044","Block Group 4, Census Tract 103.04, Erie County, Pennsylvania","763"
"1500000US420490104001","Block Group 1, Census Tract 104, Erie County, Pennsylvania","1529"
"1500000US420490104002","Block Group 2, Census Tract 104, Erie County, Pennsylvania","2052"
"1500000US420490104003","Block Group 3, Census Tract 104, Erie County, Pennsylvania","1137"
"1500000US420490105001","Block Group 1, Census Tract 105, Erie County, Pennsylvania","1854"
"1500000US420490105002","Block Group 2, Census Tract 105, Erie County, Pennsylvania","598"
"1500000US420490105003","Block Group 3, Census Tract 105, Erie County, Pennsylvania","874"
"1500000US420490105004","Block Group 4, Census Tract 105, Erie County, Pennsylvania","758"
"1500000US420490107001","Block Group 1, Census Tract 107, Erie County, Pennsylvania","1292"
"1500000US420490107002","Block Group 2, Census Tract 107, Erie County, Pennsylvania","868"
"1500000US420490107003","Block Group 3, Census Tract 107, Erie County, Pennsylvania","1687"
"1500000US420490108001","Block Group 1, Census Tract 108, Erie County, Pennsylvania","1469"
"1500000US420490108002","Block Group 2, Census Tract 108, Erie County, Pennsylvania","838"
"1500000US420490108003","Block Group 3, Census Tract 108, Erie County, Pennsylvania","1224"
"1500000US420490109021","Block Group 1, Census Tract 109.02, Erie County, Pennsylvania","1014"
"1500000US420490109022","Block Group 2, Census Tract 109.02, Erie County, Pennsylvania","828"
"1500000US420490109023","Block Group 3, Census Tract 109.02, Erie County, Pennsylvania","1518"
"1500000US420490109024","Block Group 4, Census Tract 109.02, Erie County, Pennsylvania","978"
"1500000US420490109031","Block Group 1, Census Tract 109.03, Erie County, Pennsylvania","2228"
"1500000US420490109032","Block Group 2, Census Tract 109.03, Erie County, Pennsylvania","2126"
"1500000US420490109033","Block Group 3, Census Tract 109.03, Erie County, Pennsylvania","2500"
"1500000US420490109041","Block Group 1, Census Tract 109.04, Erie County, Pennsylvania","1732"
"1500000US420490109042","Block Group 2, Census Tract 109.04, Erie County, Pennsylvania","1687"
"1500000US420490109043","Block Group 3, Census Tract 109.04, Erie County, Pennsylvania","1713"
"1500000US420490110011","Block Group 1, Census Tract 110.01, Erie County, Pennsylvania","1779"
"1500000US420490110012","Block Group 2, Census Tract 110.01, Erie County, Pennsylvania","1173"
"1500000US420490110013","Block Group 3, Census Tract 110.01, Erie County, Pennsylvania","1647"
"1500000US420490110014","Block Group 4, Census Tract 110.01, Erie County, Pennsylvania","984"
"1500000US420490110015","Block Group 5, Census Tract 110.01, Erie County, Pennsylvania","1205"
"1500000US420490110021","Block Group 1, Census Tract 110.02, Erie County, Pennsylvania","2177"
"1500000US420490110022","Block Group 2, Census Tract 110.02, Erie County, Pennsylvania","989"
"1500000US420490110023","Block Group 3, Census Tract 110.02, Erie County, Pennsylvania","1415"
"1500000US420490111011","Block Group 1, Census Tract 111.01, Erie County, Pennsylvania","2667"
"1500000US420490111012","Block Group 2, Census Tract 111.01, Erie County, Pennsylvania","1650"
"1500000US420490111013","Block Group 3, Census Tract 111.01, Erie County, Pennsylvania","1098"
"1500000US420490111021","Block Group 1, Census Tract 111.02, Erie County, Pennsylvania","2314"
"1500000US420490111022","Block Group 2, Census Tract 111.02, Erie County, Pennsylvania","1066"
"1500000US420490112011","Block Group 1, Census Tract 112.01, Erie County, Pennsylvania","1494"
"1500000US420490112012","Block Group 2, Census Tract 112.01, Erie County, Pennsylvania","1305"
"1500000US420490112013","Block Group 3, Census Tract 112.01, Erie County, Pennsylvania","1679"
"1500000US420490112021","Block Group 1, Census Tract 112.02, Erie County, Pennsylvania","1477"
"1500000US420490112022","Block Group 2, Census Tract 112.02, Erie County, Pennsylvania","1602"
"1500000US420490112023","Block Group 3, Census Tract 112.02, Erie County, Pennsylvania","2124"
"1500000US420490112024","Block Group 4, Census Tract 112.02, Erie County, Pennsylvania","1047"
"1500000US420490112025","Block Group 5, Census Tract 112.02, Erie County, Pennsylvania","1092"
"1500000US420490113001","Block Group 1, Census Tract 113, Erie County, Pennsylvania","732"
"1500000US420490113002","Block Group 2, Census Tract 113, Erie County, Pennsylvania","1796"
"1500000US420490113003","Block Group 3, Census Tract 113, Erie County, Pennsylvania","694"
"1500000US420490114001","Block Group 1, Census Tract 114, Erie County, Pennsylvania","971"
"1500000US420490114002","Block Group 2, Census Tract 114, Erie County, Pennsylvania","1035"
"1500000US420490114003","Block Group 3, Census Tract 114, Erie County, Pennsylvania","1814"
"1500000US420490115031","Block Group 1, Census Tract 115.03, Erie County, Pennsylvania","1491"
"1500000US420490115032","Block Group 2, Census Tract 115.03, Erie County, Pennsylvania","861"
"1500000US420490115033","Block Group 3, Census Tract 115.03, Erie County, Pennsylvania","1384"
"1500000US420490115081","Block Group 1, Census Tract 115.08, Erie County, Pennsylvania","1338"
"1500000US420490115082","Block Group 2, Census Tract 115.08, Erie County, Pennsylvania","708"
"1500000US420490115083","Block Group 3, Census Tract 115.08, Erie County, Pennsylvania","1389"
"1500000US420490115084","Block Group 4, Census Tract 115.08, Erie County, Pennsylvania","941"
"1500000US420490115085","Block Group 5, Census Tract 115.08, Erie County, Pennsylvania","706"
"1500000US420490115091","Block Group 1, Census Tract 115.09, Erie County, Pennsylvania","1189"
"1500000US420490115092","Block Group 2, Census Tract 115.09, Erie County, Pennsylvania","1492"
"1500000US420490115101","Block Group 1, Census Tract 115.10, Erie County, Pennsylvania","894"
"1500000US420490115102","Block Group 2, Census Tract 115.10, Erie County, Pennsylvania","1278"
"1500000US420490115103","Block Group 3, Census Tract 115.10, Erie County, Pennsylvania","914"
"1500000US420490115111","Block Group 1, Census Tract 115.11, Erie County, Pennsylvania","1890"
"1500000US420490115112","Block Group 2, Census Tract 115.11, Erie County, Pennsylvania","160"
"1500000US420490116001","Block Group 1, Census Tract 116, Erie County, Pennsylvania","709"
"1500000US420490116002","Block Group 2, Census Tract 116, Erie County, Pennsylvania","669"
"1500000US420490116003","Block Group 3, Census Tract 116, Erie County, Pennsylvania","925"
"1500000US420490116004","Block Group 4, Census Tract 116, Erie County, Pennsylvania","845"
"1500000US420490116005","Block Group 5, Census Tract 116, Erie County, Pennsylvania","958"
"1500000US420490117011","Block Group 1, Census Tract 117.01, Erie County, Pennsylvania","1503"
"1500000US420490117012","Block Group 2, Census Tract 117.01, Erie County, Pennsylvania","1407"
"1500000US420490117021","Block Group 1, Census Tract 117.02, Erie County, Pennsylvania","1129"
"1500000US420490117022","Block Group 2, Census Tract 117.02, Erie County, Pennsylvania","1183"
"1500000US420490117023","Block Group 3, Census Tract 117.02, Erie County, Pennsylvania","1309"
"1500000US420490117024","Block Group 4, Census Tract 117.02, Erie County, Pennsylvania","1016"
"1500000US420490117025","Block Group 5, Census Tract 117.02, Erie County, Pennsylvania","785"
"1500000US420490118011","Block Group 1, Census Tract 118.01, Erie County, Pennsylvania","808"
"1500000US420490118012","Block Group 2, Census Tract 118.01, Erie County, Pennsylvania","581"
"1500000US420490118013","Block Group 3, Census Tract 118.01, Erie County, Pennsylvania","1220"
"1500000US420490118021","Block Group 1, Census Tract 118.02, Erie County, Pennsylvania","1481"
"1500000US420490118022","Block Group 2, Census Tract 118.02, Erie County, Pennsylvania","1540"
"1500000US420490119001","Block Group 1, Census Tract 119, Erie County, Pennsylvania","908"
"1500000US420490119002","Block Group 2, Census Tract 119, Erie County, Pennsylvania","1122"
"1500000US420490119003","Block Group 3, Census Tract 119, Erie County, Pennsylvania","1366"
"1500000US420490119004","Block Group 4, Census Tract 119, Erie County, Pennsylvania","1048"
"1500000US420490119005","Block Group 5, Census Tract 119, Erie County, Pennsylvania","706"
"1500000US420490119006","Block Group 6, Census Tract 119, Erie County, Pennsylvania","1060"
"1500000US420490120011","Block Group 1, Census Tract 120.01, Erie County, Pennsylvania","985"
"1500000US420490120012","Block Group 2, Census Tract 120.01, Erie County, Pennsylvania","704"
"1500000US420490120013","Block Group 3, Census Tract 120.01, Erie County, Pennsylvania","837"
"1500000US420490120021","Block Group 1, Census Tract 120.02, Erie County, Pennsylvania","878"
"1500000US420490120022","Block Group 2, Census Tract 120.02, Erie County, Pennsylvania","951"
"1500000US420490120023","Block Group 3, Census Tract 120.02, Erie County, Pennsylvania","509"
"1500000US420490120024","Block Group 4, Census Tract 120.02, Erie County, Pennsylvania","589"
"1500000US420490121001","Block Group 1, Census Tract 121, Erie County, Pennsylvania","2259"
"1500000US420490121002","Block Group 2, Census Tract 121, Erie County, Pennsylvania","1656"
"1500000US420490121003","Block Group 3, Census Tract 121, Erie County, Pennsylvania","1476"
"1500000US420490121004","Block Group 4, Census Tract 121, Erie County, Pennsylvania","1003"
"1500000US420490121005","Block Group 5, Census Tract 121, Erie County, Pennsylvania","1044"
"1500000US420490122011","Block Group 1, Census Tract 122.01, Erie County, Pennsylvania","923"
"1500000US420490122012","Block Group 2, Census Tract 122.01, Erie County, Pennsylvania","1088"
"1500000US420490122013","Block Group 3, Census Tract 122.01, Erie County, Pennsylvania","982"
"1500000US420490122014","Block Group 4, Census Tract 122.01, Erie County, Pennsylvania","1105"
"1500000US420490122015","Block Group 5, Census Tract 122.01, Erie County, Pennsylvania","1803"
"1500000US420490122021","Block Group 1, Census Tract 122.02, Erie County, Pennsylvania","586"
"1500000US420490122022","Block Group 2, Census Tract 122.02, Erie County, Pennsylvania","1404"
"1500000US420490122023","Block Group 3, Census Tract 122.02, Erie County, Pennsylvania","1223"
"1500000US420490122024","Block Group 4, Census Tract 122.02, Erie County, Pennsylvania","620"
"1500000US420490122025","Block Group 5, Census Tract 122.02, Erie County, Pennsylvania","665"
"1500000US420490122026","Block Group 6, Census Tract 122.02, Erie County, Pennsylvania","466"
"1500000US420490124000","Block Group 0, Census Tract 124, Erie County, Pennsylvania","0"
"1500000US420490124001","Block Group 1, Census Tract 124, Erie County, Pennsylvania","1405"
"1500000US420499900000","Block Group 0, Census Tract 9900, Erie County, Pennsylvania","0"
"1500000US420512601001","Block Group 1, Census Tract 2601, Fayette County, Pennsylvania","1024"
"1500000US420512601002","Block Group 2, Census Tract 2601, Fayette County, Pennsylvania","1355"
"1500000US420512601003","Block Group 3, Census Tract 2601, Fayette County, Pennsylvania","1574"
"1500000US420512601004","Block Group 4, Census Tract 2601, Fayette County, Pennsylvania","1467"
"1500000US420512602001","Block Group 1, Census Tract 2602, Fayette County, Pennsylvania","1146"
"1500000US420512602002","Block Group 2, Census Tract 2602, Fayette County, Pennsylvania","1192"
"1500000US420512602003","Block Group 3, Census Tract 2602, Fayette County, Pennsylvania","1705"
"1500000US420512603001","Block Group 1, Census Tract 2603, Fayette County, Pennsylvania","1770"
"1500000US420512603002","Block Group 2, Census Tract 2603, Fayette County, Pennsylvania","1698"
"1500000US420512604011","Block Group 1, Census Tract 2604.01, Fayette County, Pennsylvania","1105"
"1500000US420512604012","Block Group 2, Census Tract 2604.01, Fayette County, Pennsylvania","1210"
"1500000US420512604021","Block Group 1, Census Tract 2604.02, Fayette County, Pennsylvania","1216"
"1500000US420512604022","Block Group 2, Census Tract 2604.02, Fayette County, Pennsylvania","1618"
"1500000US420512604023","Block Group 3, Census Tract 2604.02, Fayette County, Pennsylvania","1591"
"1500000US420512605001","Block Group 1, Census Tract 2605, Fayette County, Pennsylvania","1160"
"1500000US420512605002","Block Group 2, Census Tract 2605, Fayette County, Pennsylvania","1806"
"1500000US420512605003","Block Group 3, Census Tract 2605, Fayette County, Pennsylvania","1243"
"1500000US420512605004","Block Group 4, Census Tract 2605, Fayette County, Pennsylvania","1572"
"1500000US420512606001","Block Group 1, Census Tract 2606, Fayette County, Pennsylvania","1300"
"1500000US420512606002","Block Group 2, Census Tract 2606, Fayette County, Pennsylvania","776"
"1500000US420512606003","Block Group 3, Census Tract 2606, Fayette County, Pennsylvania","1917"
"1500000US420512607001","Block Group 1, Census Tract 2607, Fayette County, Pennsylvania","981"
"1500000US420512607002","Block Group 2, Census Tract 2607, Fayette County, Pennsylvania","917"
"1500000US420512607003","Block Group 3, Census Tract 2607, Fayette County, Pennsylvania","1521"
"1500000US420512608001","Block Group 1, Census Tract 2608, Fayette County, Pennsylvania","572"
"1500000US420512608002","Block Group 2, Census Tract 2608, Fayette County, Pennsylvania","1607"
"1500000US420512608003","Block Group 3, Census Tract 2608, Fayette County, Pennsylvania","1433"
"1500000US420512609001","Block Group 1, Census Tract 2609, Fayette County, Pennsylvania","1368"
"1500000US420512609002","Block Group 2, Census Tract 2609, Fayette County, Pennsylvania","1758"
"1500000US420512609003","Block Group 3, Census Tract 2609, Fayette County, Pennsylvania","1233"
"1500000US420512610001","Block Group 1, Census Tract 2610, Fayette County, Pennsylvania","1357"
"1500000US420512610002","Block Group 2, Census Tract 2610, Fayette County, Pennsylvania","1021"
"1500000US420512611001","Block Group 1, Census Tract 2611, Fayette County, Pennsylvania","1137"
"1500000US420512611002","Block Group 2, Census Tract 2611, Fayette County, Pennsylvania","1380"
"1500000US420512612001","Block Group 1, Census Tract 2612, Fayette County, Pennsylvania","894"
"1500000US420512612002","Block Group 2, Census Tract 2612, Fayette County, Pennsylvania","1308"
"1500000US420512613001","Block Group 1, Census Tract 2613, Fayette County, Pennsylvania","2007"
"1500000US420512613002","Block Group 2, Census Tract 2613, Fayette County, Pennsylvania","936"
"1500000US420512613003","Block Group 3, Census Tract 2613, Fayette County, Pennsylvania","1074"
"1500000US420512613004","Block Group 4, Census Tract 2613, Fayette County, Pennsylvania","1111"
"1500000US420512613005","Block Group 5, Census Tract 2613, Fayette County, Pennsylvania","975"
"1500000US420512614011","Block Group 1, Census Tract 2614.01, Fayette County, Pennsylvania","1106"
"1500000US420512614012","Block Group 2, Census Tract 2614.01, Fayette County, Pennsylvania","1309"
"1500000US420512614021","Block Group 1, Census Tract 2614.02, Fayette County, Pennsylvania","1463"
"1500000US420512614022","Block Group 2, Census Tract 2614.02, Fayette County, Pennsylvania","1201"
"1500000US420512615001","Block Group 1, Census Tract 2615, Fayette County, Pennsylvania","1476"
"1500000US420512615002","Block Group 2, Census Tract 2615, Fayette County, Pennsylvania","1042"
"1500000US420512615003","Block Group 3, Census Tract 2615, Fayette County, Pennsylvania","1580"
"1500000US420512616001","Block Group 1, Census Tract 2616, Fayette County, Pennsylvania","1080"
"1500000US420512616002","Block Group 2, Census Tract 2616, Fayette County, Pennsylvania","1504"
"1500000US420512617001","Block Group 1, Census Tract 2617, Fayette County, Pennsylvania","1335"
"1500000US420512617002","Block Group 2, Census Tract 2617, Fayette County, Pennsylvania","1414"
"1500000US420512618001","Block Group 1, Census Tract 2618, Fayette County, Pennsylvania","1894"
"1500000US420512618002","Block Group 2, Census Tract 2618, Fayette County, Pennsylvania","1483"
"1500000US420512619001","Block Group 1, Census Tract 2619, Fayette County, Pennsylvania","911"
"1500000US420512619002","Block Group 2, Census Tract 2619, Fayette County, Pennsylvania","1298"
"1500000US420512619003","Block Group 3, Census Tract 2619, Fayette County, Pennsylvania","1120"
"1500000US420512620001","Block Group 1, Census Tract 2620, Fayette County, Pennsylvania","1338"
"1500000US420512620002","Block Group 2, Census Tract 2620, Fayette County, Pennsylvania","1252"
"1500000US420512620003","Block Group 3, Census Tract 2620, Fayette County, Pennsylvania","1248"
"1500000US420512620004","Block Group 4, Census Tract 2620, Fayette County, Pennsylvania","1204"
"1500000US420512621001","Block Group 1, Census Tract 2621, Fayette County, Pennsylvania","1282"
"1500000US420512621002","Block Group 2, Census Tract 2621, Fayette County, Pennsylvania","1277"
"1500000US420512622001","Block Group 1, Census Tract 2622, Fayette County, Pennsylvania","1538"
"1500000US420512622002","Block Group 2, Census Tract 2622, Fayette County, Pennsylvania","1752"
"1500000US420512623001","Block Group 1, Census Tract 2623, Fayette County, Pennsylvania","1457"
"1500000US420512623002","Block Group 2, Census Tract 2623, Fayette County, Pennsylvania","878"
"1500000US420512623003","Block Group 3, Census Tract 2623, Fayette County, Pennsylvania","1030"
"1500000US420512624001","Block Group 1, Census Tract 2624, Fayette County, Pennsylvania","1538"
"1500000US420512624002","Block Group 2, Census Tract 2624, Fayette County, Pennsylvania","1751"
"1500000US420512625001","Block Group 1, Census Tract 2625, Fayette County, Pennsylvania","1439"
"1500000US420512625002","Block Group 2, Census Tract 2625, Fayette County, Pennsylvania","1679"
"1500000US420512626001","Block Group 1, Census Tract 2626, Fayette County, Pennsylvania","969"
"1500000US420512626002","Block Group 2, Census Tract 2626, Fayette County, Pennsylvania","1851"
"1500000US420512627011","Block Group 1, Census Tract 2627.01, Fayette County, Pennsylvania","1041"
"1500000US420512627012","Block Group 2, Census Tract 2627.01, Fayette County, Pennsylvania","1167"
"1500000US420512627013","Block Group 3, Census Tract 2627.01, Fayette County, Pennsylvania","1147"
"1500000US420512627021","Block Group 1, Census Tract 2627.02, Fayette County, Pennsylvania","930"
"1500000US420512627022","Block Group 2, Census Tract 2627.02, Fayette County, Pennsylvania","881"
"1500000US420512627023","Block Group 3, Census Tract 2627.02, Fayette County, Pennsylvania","856"
"1500000US420512628001","Block Group 1, Census Tract 2628, Fayette County, Pennsylvania","1112"
"1500000US420512628002","Block Group 2, Census Tract 2628, Fayette County, Pennsylvania","1114"
"1500000US420512628003","Block Group 3, Census Tract 2628, Fayette County, Pennsylvania","1436"
"1500000US420512628004","Block Group 4, Census Tract 2628, Fayette County, Pennsylvania","1890"
